Site name,Cat_No,Provenance code,X coordinate,Y coordinate,No. of artefacts,Artefact category,act_cat,Material,Material detail,Type,Sub-Type,Description,Inscription,Find No./Inv. No. ,Find No. reduced,Date,Stratigraphical info,Period,Building phase,Building phase code,Building phase and find complex,Location,location_reduced,Gender ,Gender code,Width (cm),Rim diam. (cm),Base diam. (cm),Diam. (cm),Height (cm),Length (cm),Thickness (cm),Weight (g),Other dimensions,Fabric,Published illustration,Published parallels
Ellingen,C0024,527,90.00,0.00,1,combat equipment,E,Iron,,Javelins and lances,,Lance- or projectile point of rhomboid section; leaf broken off.,,1991-304,304,,,,,ZZ,,"Fort or Vicus, stray find",Possible Fort Area,male,Ma,,,,socket: 1.8 ,,11.0 (preserved),,51 (preserved),,,Pl.  24,
Ellingen,C0026,527,90.00,0.00,1,combat equipment,E,Iron,,Spears,,"Projectile point, three-sided pyramidal.",,1991-304,304,,,,,ZZ,,"Fort or Vicus, stray find",Possible Fort Area,male,Ma,,,,socket: 1.7 ,,15.1 (preserved),,98 (preserved),,,Pl.  24,
Ellingen,C0040,527,90.00,0.00,1,combat equipment,E,Iron,,Arrowheads,,Three-winged arrowhead with barb (Type 1).,,E 198968.,68,,,,Period 1-2,P1_2,,"Fort or vicus, stray find",Possible Fort Area,male,Ma,1.2,,,,,without barb: 4.1 ,,3.1 (preserved),,,Pl.  25,
Ellingen,M0023,527,90.00,0.00,1,combat equipment,E,Copper alloy,,Swords and sheaths,,Triangular-pointed chape-end of bronze sheet.,,E 1983-62,62,,,Roman?,Period 1-2,P1_2,,"Fort or vicus, stray find",Possible Fort Area,male,Ma,3.2,,,,,6.6 (preserved)  ,,,,,Pl.  102,
Ellingen,F0109,527,90.00,0.00,1,gaming,G,Glass,Coloured,Counters,,"Oval counter of black, opaque glass.",,E 198058,58,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male?/female?,ZMa_Fe,,,,1.7 and 1.5.,,,,,,,,
Ellingen,J0091,527,90.00,0.00,1,gaming,G,Stone,Malachite,Counters,,"Counter of malachite, emerald green to black-green, polished, under side flat.",,E 198058,58,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male?/female?,ZMa_Fe,1.3,,,,,2,,,,,Pl.  101,
Ellingen,B0079,527,90.00,0.00,1,horse equipment,H,Copper alloy,,Strap fittings,,"Strap holder, fragment, originally disc-shaped with two long rectangular piercings.",,E 198022,22,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,N/A,U,,,,4,,,,,,,Pl.  17,Similar to  no. B78.
Ellingen,B0166,527,90.00,0.00,1,stone and metal working,SM,Copper alloy,,Funnel fragment,,"Robust, arched quadrangular-sectioned rod (broken off at both ends ) cast with round rod; spout of a funnel; half-worked or scrap.",,E 198022,22,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male,Ma,,,,funnel head: c. 3.0 ,4.9,,,,,,Pl.  20,
Ellingen,C0101,527,90.00,0.00,1,stone and metal working,SM,Iron,,Tongs,,"Flat-nosed pliers; armof round section, left arm on top; wide shoulders and jaws are strongly thickened against the arms; jaws lying on top of each other and broken; wide oval mouth widest at the centre.",,13 03 04 / 1983-2754,304,,,,,ZZ,,"Fort or Vicus, stray find",Possible Fort Area,male,Ma,,,,,,19.5 (preserved)   , der Schenkel 1.0  ,,,,Pl.  30,
Ellingen,C0104,527,90.00,0.00,1,stone and metal working,SM,Iron,,Bolts and pegs,,Peg(?) with flat end and quadrangular sectioned shaft.,,1991-2322,2322,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male,Ma,1.5,,,,,12.5,0.9,150,,,Pl.  30,"Pietsch, Saalburg 38f.; 101 nos 265-265c; pl. 12.265 (Zugmantel)."
Ellingen,C0126,527,90.00,0.00,1,writing,W,Iron,,Stili,,"Stilus, of round section, with slightly offset nib.",,1991-304,304,,,,,ZZ,,"Fort or Vicus, stray find",Possible Fort Area,male?,ZMa,nib: 0.8  ,,,,,10.6,0.6,,,,Pl.  32,
Ellingen,F0112,527,90.00,0.00,1,dress?/horse equipment?,ZD_H,Glass,Coloured,"Beads, melon",,Fragment of a turquoise green melon bead of faience; upper surface coarse and porous.,,E 1983-30,30,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,female?/child?,ZFe_Ch,,,,complete 2.5  ,2,,,,,,Pl.  95,"A. Böhme in: Schönberger, Oberstimm 288f.; E. Riha, Der römische Schmuck aus Äugst und Kaiseraugst. Forsch, in Äugst 10 (1990) 80ff. For material and technique: H. Born, Jahrb. RGZM 22, 1975 (1977) 134-140."
Ellingen,B0081,527,90.00,0.00,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Discs,,Decorative disc of pelta shape with rectangular piercing in the centre.,,E 1983-93,93,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male?/female?,ZMa_Fe,,,,4.6,,,,,,,Pl.  18,"Oldenstein, Ausrüstung pl. 54.648, 649 (Zugmantel, Straubing)."
Ellingen,B0085,527,90.00,0.00,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Discs,,"Enamel decorated disc, on the rear side pin with opposing knob, disc edge turned under; two concentric bars separate the display side into three enamelled zones, enamel filling largely fallen out; faint remains of red and green-white enamel. ",,E 198022.,22,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male?/female?,ZMa_Fe,,,,2.5,,,,,,,Pl.  18,"Walke, Straubing pl. 98. 5; J. Sellye, Les bronzes emailles de la Pannonie romaine. Diss. Pann. 2.8 (1939) 66; pl. 6.13, 14 (Sopron)."
Ellingen,B0109,527,90.00,0.00,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Finger-rings,,Finger ring (?).,,E 198022,22,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,female?/child?,ZFe_Ch,,,,1.8,,,,,,,Pl.  18,
Ellingen,M0024,527,90.00,0.00,1,dress?/music?,ZD_Mu,Copper alloy,,Bells,,Bell-shaped curved bronze sheet with groove decoration; above a short coil.,,E 197978,78,,,Roman?,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,female?/child?,ZFe_Ch,,,,2.1,2.7,,,,,,Pl.  102,
Ellingen,B0029,527,90.00,0.00,1,combat dress?,ZDE,Copper alloy,,Fasteners,,"Strap fastener with round, slightly domed head plate and opposing knob.",,E 1983-62,62,,,,Period 1b-2?,ZP1B_2,,"Fort or vicus, stray find",Possible Fort Area,male?,ZMa,,,,headplate: 1.8 ,1.6,,,,,,Pl.  15,
Ellingen,B0052,527,90.00,0.00,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Fitting, rivet on the rear side broken off.",,E 198022,22,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male?,ZMa,2.4 (preserved),,,,,,,,,,Pl.  16,
Ellingen,B0069,527,90.00,0.00,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,"Pendant, heart-shaped, fragment, open-worked, edges slightly bent.",,E 198022,22,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male?/female?,ZMa_Fe,,,,,,3.1 (preserved),,,,,Pl.  17,"Suitable from Oldenstein, Ausrüstung 130f;  Raetish examples;  ebd. pl. 32.229 (Weißenburg)."
Ellingen,B0070,527,90.00,0.00,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,"Pendant, open-worked, with trumpet sornament, loop broken.",,E 1983-40,40,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male?/female?,ZMa_Fe,,,,,,3.1,,,,,Pl.  17,"Oldenstein, Ausrüstung pl. 69.924 (Osterburken)."
Ellingen,B0071,527,90.00,0.00,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,Pendant or fitting in shape of a lunate with small globular ends.,,E 198022,22,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male?/female?,ZMa_Fe,1.6,,,,,1.4  (preserved),,,,,Pl.  17,"Simialr to no. B70 and Wamser, Biriciana 90 fig. 71."
Ellingen,B0074,527,90.00,0.00,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,"Pendant or fitting with two round piercings, broken.",,1991-810,810,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male?/female?,ZMa_Fe,1.4,,,,,2.2,,,,,Pl.  17,
Ellingen,W0001,527,90.00,0.00,1,gaming?/miscellaneous?,ZG_M,Animal bones,Worked ,Cattle,,"Metatarsus, male (only proximal pierced).",,14 30 10,3010,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male?/female?,ZMa_Fe,,,,,,,,,,,,
Ellingen,M0026,527,90.00,0.00,1,writing?,ZW,Copper alloy,,Book fastener,,Bronze book clasp. ,,E 198022,22,,,modern (reference H; Dannheimer),,NON_ROM,,"Fort or vicus, stray find",Possible Fort Area,male?,ZMa,,,,,,,,,,,Pl.  102,
Ellingen,B0141,510,82.00,12.50,1,cloth working?/toilet?,ZC_T,Copper alloy,,Needles,,"Needle, needle eye broken off.",,1991-2207,2207,,,,Period 1-2,P1_2,,"Fortification trench, near southeast corner tower",Fort Area,male?/female?,ZMa_Fe,,,,,,6.3  (preserved) ,,,,,Pl.  19,Similar to no. B140.
Ellingen,J0050,521,85.00,8.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; fragment, rectangular; three long sides with grinding traces, one long side with processing traces and partly broken.",,1991-2204,2204,,,,Period 1-2,P1_2,,"Fortification trench, near southeast corner tower",Fort Area,male?,ZMa,,,,,,,,120 (preserved),6.4 x 4 2 x 3.5 cm  (preserved) ,,Pl.  104,
Ellingen,K0131,521,85.00,8.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l small piece.,,1991-2204,2204,,,,Period 1-2,P1_2,,"Fortification trench, near southeast corner tower",Fort Area,male,Ma,,,,,,,,16,,,,
Ellingen,B0158,521,85.00,8.00,1,writing,W,Copper alloy,,Seal boxes,lid,"Lid of a leaf-shaped seal-box,  on the front side a heart-shaped, jaggered-edged leaf; enamel inlay fallen out.",,1991-2203,2203,,,,Period 1_2,P1_2,,"Fortification trench, near southeast corner tower",Fort Area,male?,Zma,,,,,,3.3,,,,,Pl.  20,"Walke, Straubing pl. 111.25-27."
Ellingen,C0011,244,52.00,102.50,1,combat equipment,E,Iron,,Javelins and lances,,Lance head without central rib.,,1991-889,889,,,,Period 1-2,P1_2,Find complex 17,"Fortification trench, north of north gate, east tower ",Fort Area,male,Ma,blade:: 4.4 ,,,socket: 1.4 (preserved),,17.1 (preserved),,70 (preserved),,,Pl.  23,
Ellingen,B0122,173,36.80,101.30,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Finger-rings?,,Ring.,,1991-875,875,,Upper level,,Period 1-2,P1_2,Find complex 17,"Fortification trench, north, west part ",Fort Area,female?/child?,ZFe_Ch,,,,1.9,,,0.3,,,,Pl.  18,
Ellingen,C0014,523,87.80,96.50,1,combat equipment,E,Iron,,Javelins and lances,,Lance head with central ridge.,,13 08 79 / 1983-2758,879,,metal detector,,,ZZ,,"Fortification trench, northeast corner tower",Fort Area,male,Ma,blade:: 3.3 ,,,socket: n. 1.4 ,,16.2 (preserved),,68 (preserved),,,Pl.  23,
Ellingen,C0070,217,46.00,2.00,1,cutting and sharpening,CS,Iron,,Knives,,Knife with straight back; two blade fragments.,,1991-2255,2255,,,,Period 1-2,P1_2,Find complex 18,"Fortification trench, south",Fort Area,male?,ZMa,blade: 1.8 ,,,,,9.8 (preserved),,,,,Pl.  28,
Ellingen,J0048,217,46.00,2.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,Very fine-grained sandstone; two fragments; all four sides with processing and grinding traces(?).,,1991-2268,2268,,,,Period 1-2,P1_2,Find complex 18,"Fortification trench, south",Fort Area,male?,ZMa,,,,,,,,550 (preserved),Fragments: 7.9 x 5.9 x 3.4-5.9 cm  (preserved) and 6.6 x 4.9 x 4.8 cm  (preserved) ,,Pl.  104,
Ellingen,C0035,217,46.00,2.00,1,combat equipment,E,Iron,,Spears,,"Projectile point, quadrangular pyramidal, without heel of the socket.",,1991-2255,2255,,,,Period 1-2,P1_2,Find complex 18,"Fortification trench, south",Fort Area,male,Ma,,,,socket: 1.5 ,,9.8 (preserved),,29 (preserved),,,Pl.  25,
Ellingen,G0042,217,46.00,2.00,1,gaming,G,Bone and antler,Worked,Counters,,"Counter, small central hollow, edges on the upper side bent.",,1991-2232,2232,,,,Period 1-2,P1_2,Find complex 18,"Fortification trench, south",Fort Area,male?/female?,ZMa_Fe,,,,2.1,,,,,,,Pl.  99,
Ellingen,M0001,203,45.00,3.00,1,cutting and sharpening,CS,Flint,,Knives,blades,Red Silex blade with bead retouching.,,1991-2225,2225,,,Mesolithic?,Period 1-2,P1_2,Find complex 18,"Fortification trench, south of south gate",Fort Area,male?,ZMa,2,,,,,3,,,,,,
Ellingen,C0051,203,45.00,3.00,1,combat equipment,E,Iron,,Swords and sheaths,,Fragment of a parallel-sided sword blade.,,1991-2238,2238,,,,Period 1-2,P1_2,Find complex 18,"Fortification trench, south of south gate",Fort Area,male,Ma,4.2,,,,,14.8 (preserved),,,,,Pl.  26,
Ellingen,B0003,520,85.00,5.00,1,dress,D,Copper alloy,,Brooches,Böhme Type 19h; Jobst Type 13 C/D;  Riha Type 3.12.4,"Knee brooch' with semicircular head plate. Two piece bronze brooch; spiral construction with over tendon and seven windings; semicircular head plate decorated at the rim and in three double-handing arches with square punches; the still preserved base of the head plate slightly retracted; D-shaped sectioned bow of the head plate offset with a bulge; semicircular-shaped, straight cut foot with high, very narrow pin holder. Over tendon and large brooch body places this brooch in the Noric-Pannonian sphere.",,13 12 54 / 1983- 2713,1254,mid-end 2nd cent AD,,,Period 1b-2,P1B_2,,"Fortification wall, east, directly to east",Fort Area,male,Ma,,,,,,3.7,,,,,Pl.  14,
Ellingen,K0067,515,84.00,65.00,2,stone and metal working,SM,Slag,,Indeterminate fragments,,2 medium pieces.,,1991-1270,1270,,,,Period 1-2,P1_2,,"Fortification wall, east, north part ",Fort Area,male,Ma,,,,,,,,118,,,,
Ellingen,K0082a,515,84.00,65.00,3,stone and metal working,SM,Slag,,Indeterminate fragments,,5 small pieces.,,"1991-394, 1991-1256",394,,,,Period 1-2,P1_2,,"Fortification wall, east, north part ",Fort Area,male,Ma,,,,,,,,82,,,,
Ellingen,K0082b,515,84.00,65.00,2,stone and metal working,SM,Slag,,Indeterminate fragments,,5 small pieces.,,"1991-394, 1991-1256",1256,,,,Period 1-2,P1_2,,"Fortification wall, east, north part ",Fort Area,male,Ma,,,,,,,,82,,,,
Ellingen,K0068,518,84.00,85.50,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l medium piece.,,1991-1140,1140,,,,Period 1-2,P1_2,,"Fortification wall, east, north part ",Fort Area,male,Ma,,,,,,,,116,,,,
Ellingen,K0054,519,84.00,86.00,9,stone and metal working,SM,Slag,,Indeterminate fragments,,"2 medium, 7 small pieces.",,1991-1130,1130,,Planum 3,,Period 1-2,P1_2,,"Fortification wall, east, north part ",Fort Area,male,Ma,,,,,,,,180,,,,
Ellingen,K0124,519,84.00,86.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l small piece.,,1991-1123,1123,,Planum 2,,Period 1-2,P1_2,,"Fortification wall, east, north part ",Fort Area,male,Ma,,,,,,,,19,,,,
Ellingen,K0039,525,88.50,87.75,7,stone and metal working,SM,Slag,,Indeterminate fragments,,"l medium, 6 small pieces.",,1991-356,356,,,,Period 1-2,P1_2,,"Fortification wall, east, trench 1",Fort Area,male,Ma,,,,,,,,255,,,,
Ellingen,K0088a,525,88.50,87.75,1,stone and metal working,SM,Slag,,Indeterminate fragments,,"l medium, 1 small piece.",,"1991-388, 1991-392",388,,,,Period 1-2,P1_2,,"Fortification wall, east, trench 1",Fort Area,male,Ma,,,,,,,,67,,,,
Ellingen,K0088b,525,88.50,87.75,1,stone and metal working,SM,Slag,,Indeterminate fragments,,"l medium, 1 small piece.",,"1991-388, 1991-392",392,,,,Period 1-2,P1_2,,"Fortification wall, east, trench 1",Fort Area,male,Ma,,,,,,,,67,,,,
Ellingen,B0091,525,88.50,87.75,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Discs,,Small disc with shallow head plate and soldered loop;,,1991-388 and 1991-392,388,,,,Period 1-2,P1_2,,"Fortification wall, east, trench 1",Fort Area,male?/female?,ZMa_Fe,,,,headplate: 1.5,,,,,,,Pl.  18,"Oldenstein, Ausrüstung 175; pl. 51.593 (Weißenburg). 596 (Niederbieber)."
Ellingen,C0129,522,85.00,63.25,1,toilet,T,Iron,,Ligulae,,"Ear cleaner, of round section, broken.",,1991-1128,1128,,Planum 2,,Period 1-2,P1_2,,"Fortification wall, east, trench 2",Fort Area,male?/female?,ZMa_Fe,,,,,,3.8  (preserved) ,0.25,,,,Pl.  32,"Riha, Äugst Toilettgerät 60 (Variante E)."
Ellingen,K0075a,526,89.00,63.25,2,stone and metal working,SM,Slag,,Indeterminate fragments,,"2 medium, 2 small pieces.",,"1991-2063, 1991-2084",2063,,Planum 2 - under,,Period 1-2,P1_2,,"Fortification wall, east, trench 2",Fort Area,male,Ma,,,,,,,,100,,,,
Ellingen,K0075b,526,89.00,63.25,2,stone and metal working,SM,Slag,,Indeterminate fragments,,"2 medium, 2 small pieces.",,"1991-2063, 1991-2084",2084,,Planum 2 - under,,Period 1-2,P1_2,,"Fortification wall, east, trench 2",Fort Area,male,Ma,,,,,,,,100,,,,
Ellingen,K0062,526,89.00,63.25,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l large piece.,,1991-2108,2108,,,,Period 1-2,P1_2,,"Fortification wall, east, trench 2, from pits",Fort Area,male,Ma,,,,,,,,151,,,,
Ellingen,L0002,526,89.00,63.25,1,stone and metal working,SM,Clay,,Crucibles,,"Lower part of a crucible; outside a thin, whitish to rust brown scorification, porous skin; a small calcine bone press into the under side; inside grey.",,1991-2108,2108,,,,Period 1-2,P1_2,,"Fortification wall, east, trench 2, from pits",Fort Area,male,Ma,,,,,,,,,,medium; grey; an inner and outer layer clearly separate; inner layer with remains of charcoal.,Pl.  101,
Ellingen,K0074,417,70.65,97.00,2,stone and metal working,SM,Slag,,Indeterminate fragments,,2 medium pieces.,,1991-2177,2177,,,,Period 1-2,P1_2,,"Fortification wall, north of Building C, east part ",Fort Area,male,Ma,,,,,,,,101,,,,
Ellingen,J0001,327,64.00,12.00,1,dress,D,Stone,Carnelian,Finger-rings,gems,"Ring stone of red carnelian, high oval; figured side flat, rear side flat, rim sloping backwards; to the left of the rim and in the figure field small splinters;all surfaces polished except the under side; the gem shows Apollo(?) facing right (from the observed of the original) on a ground line. He stands on his left leg, the right leg placed behind him. Behind him  probably stands a column, which can scarsely still be discerned. His back provides evidence that he is shortened with his elbow on the column. In his outstretched left hand he holds either two branches or a bow and arrow. Perhaps are the two narrow scratches at his right shoulder arrows in a hidden quiver. His head is wreathed, over his right shoulder his chlamys probably hangs. ",,13 08 37 / 1983--2707,837,,,,Period 1-2,P1_2,,"Fortification wall, south, east part , to north",Fort Area,male?/female?,ZMa_Fe,,,,,,,,,1.34 x 1.03 x 0.23 cm,,"Pl.  99, Pl.  103","E. Brandt und E. Schmidt, Antike Gemmen in Deutschen Sammlungen I 3. Staatliche Münzsammlung München (1972) no. 2628.- M. Henig, A Corpus of Roman Engraved Gemstones from British Sites II. British Arch. Reports 8 (1974) nos 20, 21.- A. Krug, Ber. RGK 61,1980, 193 no. 104 pl. 82.104; 194 no. 105 pl. 81.105 (Cologne). G. Sena Chiesa, Gemme del Museo Nazionale di Aquileia (1966) nos 61, 62.- A. Dimitrova-Milceva, Antike Gemmen und Kameen aus dem archäologischen Nationalmuseum in Sofia (1980) no. 54.- V. Scherf, Antike Gemmen in Deutschen Sammlungen III. Herzog Anton Ulrich Museum Braunschweig (1970) no. 34.- P. Zazoff, Antike Gemmen in Deutschen Sammlungen IV. Museum für Kunst und Gewerbe Hamburg (1975) no. 65.- E. Zwierlein-Diehl, Die antiken Gemmen des Kunsthistorischen Museums in Wien II (1979) no. 1269."
Ellingen,B0054,156,32.80,9.30,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,Band-shaped fitting with rivet hole and open-work pelta; broken.,,1991-2274,2274,,,,Period 1-2,P1_2,,"Fortification wall, south, west part ",Fort Area,male?,ZMa,,,,,,3.5  (preserved),,,,,Pl.  17,Similar to no. B53.
Ellingen,K0076,525,88.50,87.75,7,stone and metal working,SM,Slag,,Indeterminate fragments,,"l medium, 6 small pieces.",,1991-1334,1334,,Planum 2,,Period 1-2,P1_2,,"Fortification wall, trench 1 to east, extension",Fort Area,male,Ma,,,,,,,,97,,,,
Ellingen,C0074,5,8.00,80.00,1,cutting and sharpening,CS,Iron,,Knives,,Knife similar to no. B73.,,1991-860,860,,,,Period 1-2,P1_2,,"Fortification wall, west, north part ",Fort Area,male?,ZMa,blade: 1.8 ,,,,,11.7 (preserved) ,,,,,,
Ellingen,J0092g,5,8.00,80.00,1,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone piece (Dogger Beta) could have been collected for iron smelting.,,1991-876,876,,,,Period 1-2,P1_2,,"Fortification wall, west, north part ",Fort Area,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,K0085,5,8.00,80.00,4,stone and metal working,SM,Slag,,Indeterminate fragments,,"l medium, 3 small pieces.",,1991-860,860,,,,Period 1-2,P1_2,,"Fortification wall, west, north part ",Fort Area,male,Ma,,,,,,,,79,,,,
Ellingen,C0132,4,5.20,76.40,1,dress,D,Iron,,Finger-rings,,"Finger ring with oval setting for an inlay, which has fallen out.",,1991-856,856,,,,Period 1-2,P1_2,,"Fortification wall,west, north part , west",Fort Area,male?/female?,ZMa_Fe,,,,ring: 2.4  ,,oval setting: 1.3 ,,,,,Pl.  32,"For dating of the ring form in the 2nd-3rd cent.: F. Henkel, Die römischen Fingerringe der Rheinlande und der benachbarten Gebiete (1913) 141ff. und 264ff.; E. Schmidt, Bayer. Vorgeschbl. 36, 1971, 236; G. Zahlhaas, Bayer. Vorgeschbl. 45, 1980, 120; ibid, Fingerringe und Gemmen. Kat. Prähist. Staatsslg. München 11 (1985) 14ff.; also similar Manning, Iron 77f."
Ellingen,C0034,527,90.00,0.00,1,combat equipment,E,Iron,,Spears,,"Projectile point, quadrangular pyramidal, without heel of the socket.",,none,4010,,,,,ZZ,,No provenance,Possible Fort Area,male,Ma,,,,slit socket: 1.5 ,,11.6,,26 (preserved),,,Pl.  25,"Brunnen l, pls 5-6."
